Timestamp,Price,Volume,time_bin,Hour,Minute
1970-01-01 00:10:21.116000000,263,1,1,0,10
1970-01-01 00:10:24.123000000,263,2,2,0,10
1970-01-01 00:10:25.549000000,263,1,2,0,10
1970-01-01 00:10:27.564000000,261,5,2,0,10
1970-01-01 00:10:30.943000000,264,3,2,0,10
1970-01-01 00:10:32.431000000,263,2,2,0,10
1970-01-01 00:10:33.578000000,262,1,2,0,10
1970-01-01 00:10:33.578000000,261,4,2,0,10
1970-01-01 00:10:34.849000000,261,1,2,0,10
1970-01-01 00:10:37.887000000,262,3,2,0,10
1970-01-01 00:10:42.847000000,268,2,2,0,10
1970-01-01 00:10:43.126000000,268,1,2,0,10
1970-01-01 00:10:43.250000000,268,2,2,0,10
1970-01-01 00:10:47.776000000,268,1,2,0,10
1970-01-01 00:10:47.993000000,268,2,2,0,10
1970-01-01 00:10:48.241000000,266,1,2,0,10
1970-01-01 00:10:48.644000000,267,1,2,0,10
1970-01-01 00:10:54.255000000,268,1,2,0,10
1970-01-01 00:10:55.402000000,267,1,2,0,10
1970-01-01 00:10:57.417000000,266,2,2,0,10
1970-01-01 00:11:01.881000000,266,1,2,0,11
1970-01-01 00:11:06.066000000,266,2,2,0,11
1970-01-01 00:11:08.670000000,266,1,2,0,11
1970-01-01 00:11:08.670000000,265,2,2,0,11
1970-01-01 00:11:09.910000000,262,2,2,0,11
1970-01-01 00:11:14.436000000,261,5,2,0,11
1970-01-01 00:11:14.746000000,262,1,2,0,11
1970-01-01 00:11:14.746000000,261,3,2,0,11
1970-01-01 00:11:14.746000000,258,1,2,0,11
1970-01-01 00:11:16.296000000,260,1,2,0,11
1970-01-01 00:11:17.319000000,258,4,2,0,11
1970-01-01 00:11:17.660000000,258,3,2,0,11
1970-01-01 00:11:18.249000000,258,2,2,0,11
1970-01-01 00:11:18.869000000,258,2,2,0,11
1970-01-01 00:11:18.869000000,258,1,2,0,11
1970-01-01 00:11:18.962000000,261,3,2,0,11
1970-01-01 00:11:22.186000000,268,2,2,0,11
1970-01-01 00:11:22.186000000,267,1,2,0,11
1970-01-01 00:11:22.279000000,267,2,2,0,11
1970-01-01 00:11:24.356000000,267,1,2,0,11
1970-01-01 00:11:26.743000000,267,3,2,0,11
1970-01-01 00:11:32.354000000,267,3,2,0,11
